NODE_KEY                        ,PO_ID     ,PARTNER_GUID_NODE_KEY            ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS
74867AD200E41EDBA5D8B0C98DEC2052,300000333,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"8,811.95","7,405.00","1,406.95",N               ,P             
74867AD200E41EDBA5D8B0C98DEC4052,300000334,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"5,033.70","4,230.00",803.7,N               ,P             
74867AD200E41EDBA5D8B0C98DEC6052,300000335,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"4,031.72","3,388.00",643.72,N               ,P             
74867AD200E41EDBA5D8B0C98DEC8052,300000336,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"6,282.82","5,279.68","1,003.14",N               ,P             
74867AD200E41EDBA5D8B0C98DECA052,300000337,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"12,603.29","10,591.00","2,012.29",N               ,P             
74867AD200E41EDBA5D8B0C98DECC052,300000338,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"6,178.48","5,192.00",986.48,N               ,P             
74867AD200E41EDBA5D8B0C98DECE052,300000339,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"7,191.17","6,043.00","1,148.17",N               ,P             
74867AD200E41EDBA5D8B0C98DED0052,300000340,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"19,331.55","16,245.00","3,086.55",N               ,P             
74867AD200E41EDBA5D8B0C98DED2052,300000341,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"3,297.49","2,771.00",526.49,N               ,P             
74867AD200E41EDBA5D8B0C98DED4052,300000342,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"1,463.58","1,229.90",233.68,N               ,P             
74867AD200E41EDBA5D8B0C98DED6052,300000343,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"7,892.07","6,631.99","1,260.08",N               ,P             
74867AD200E41EDBA5D8B0C98DED8052,300000344,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"5,115.77","4,298.97",816.8,N               ,P             
74867AD200E41EDBA5D8B0C98DEDA052,300000345,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,521.22,438,83.22,N               ,P             
74867AD200E41EDBA5D8B0C98DEDC052,300000346,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"3,297.49","2,771.00",526.49,N               ,P             
74867AD200E41EDBA5D8B0C98DEDE052,300000347,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"7,775.46","6,534.00","1,241.46",N               ,P             
74867AD200E41EDBA5D8B0C98DEE0052,300000348,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,"5,234.80","4,398.99",835.81,N               ,P             
74867AD200E41EDBA5D8B0C98DEE2052,300000349,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"24,302.18","20,422.00","3,880.18",N               ,P             
74867AD200E41EDBA5D8B0C98DEE4052,300000350,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,"5,007.75","4,208.20",799.55,N               ,P             
74867AD200E41EDBA5D8B0C98DEE6052,300000351,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,"3,653.30","3,070.00",583.3,N               ,P             
74867AD200E41EDBA5D8B0C98DEE8052,300000352,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,"4,074.08","3,423.60",650.48,N               ,P             
74867AD200E41EDBA5D8B0C98DEEA052,300000353,74867AD200E41EDBA5D8B06885AEE052  ,EUR          ,"4,696.93","3,947.00",749.93,N               ,P             
74867AD200E41EDBA5D8B0C98DEEC052,300000354,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"8,509.64","7,150.96","1,358.68",N               ,P             
74867AD200E41EDBA5D8B0C98DEEE052,300000355,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,"6,436.71","5,409.00","1,027.71",N               ,P             
74867AD200E41EDBA5D8B0C98DEF0052,300000356,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"2,942.87","2,473.00",469.87,N               ,P             
74867AD200E41EDBA5D8B0C98DEF2052,300000357,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,"8,509.67","7,150.98","1,358.69",N               ,P             
74867AD200E41EDBA5D8B0C98DEF4052,300000358,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"6,053.53","5,087.00",966.53,N               ,P             
74867AD200E41EDBA5D8B0C98DEF6052,300000359,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"1,113.84",936,177.84,N               ,P             
74867AD200E41EDBA5D8B0C98DEF8052,300000360,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,660.4,554.95,105.45,N               ,P             
74867AD200E41EDBA5D8B0C98DEFA052,300000361,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,"4,676.70","3,930.00",746.7,N               ,P             
74867AD200E41EDBA5D8B0C98DEFC052,300000362,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"7,771.81","6,530.93","1,240.88",N               ,P             
74867AD200E41EDBA5D8B0C98DEFE052,300000363,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"11,816.17","9,929.55","1,886.62",N               ,P             
74867AD200E41EDBA5D8B0C98DF00052,300000364,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"4,523.19","3,801.00",722.19,N               ,P             
74867AD200E41EDBA5D8B0C98DF02052,300000365,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"9,935.31","8,349.00","1,586.31",N               ,P             
74867AD200E41EDBA5D8B0C98DF04052,300000366,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"3,982.93","3,347.00",635.93,N               ,P             
74867AD200E41EDBA5D8B0C98DF06052,300000367,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,"3,259.41","2,739.00",520.41,N               ,P             
74867AD200E41EDBA5D8B0C98DF08052,300000368,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"4,249.49","3,571.00",678.49,N               ,P             
74867AD200E41EDBA5D8B0C98DF0A052,300000369,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"7,539.84","6,336.00","1,203.84",N               ,P             
74867AD200E41EDBA5D8B0C98DF0C052,300000370,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"11,506.11","9,669.00","1,837.11",N               ,P             
74867AD200E41EDBA5D8B0C98DF0E052,300000371,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"3,752.07","3,153.00",599.07,N               ,P             
74867AD200E41EDBA5D8B0C98DF10052,300000372,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,549.78,462,87.78,N               ,P             
74867AD200E41EDBA5D8B0C98DF12052,300000373,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"2,343.94","1,969.70",374.24,N               ,P             
74867AD200E41EDBA5D8B0C98DF14052,300000374,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,"6,298.57","5,292.92","1,005.65",N               ,P             
74867AD200E41EDBA5D8B0C98DF16052,300000375,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"3,510.75","2,950.20",560.55,N               ,P             
74867AD200E41EDBA5D8B0C98DF18052,300000376,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,"11,738.16","9,864.00","1,874.16",N               ,P             
74867AD200E41EDBA5D8B0C98DF1A052,300000377,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"13,258.98","11,142.00","2,116.98",N               ,P             
74867AD200E41EDBA5D8B0C98DF1C052,300000378,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,"16,561.23","13,917.00","2,644.23",N               ,P             
74867AD200E41EDBA5D8B0C98DF1E052,300000379,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"3,422.44","2,876.00",546.44,N               ,P             
74867AD200E41EDBA5D8B0C98DF20052,300000380,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"8,745.31","7,349.00","1,396.31",N               ,P             
74867AD200E41EDBA5D8B0C98DF22052,300000381,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"5,961.53","5,009.69",951.84,N               ,P             
74867AD200E41EDBA5D8B0C98DF24052,300000382,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,"31,419.57","26,403.00","5,016.57",N               ,P             
74867AD200E41EDBA5D8B0C98DF26052,300000383,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,"7,450.59","6,261.00","1,189.59",N               ,P             
74867AD200E41EDBA5D8B0C98DF28052,300000384,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,"3,803.24","3,196.00",607.24,N               ,P             
74867AD200E41EDBA5D8B0C98DF2A052,300000385,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"7,134.01","5,994.96","1,139.05",N               ,P             
74867AD200E41EDBA5D8B0C98DF2C052,300000386,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"8,212.15","6,900.97","1,311.18",N               ,P             
74867AD200E41EDBA5D8B0C98DF2E052,300000387,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,"3,257.03","2,737.00",520.03,N               ,P             
74867AD200E41EDBA5D8B0C98DF30052,300000388,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"2,645.37","2,223.00",422.37,N               ,P             
74867AD200E41EDBA5D8B0C98DF32052,300000389,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"7,022.19","5,901.00","1,121.19",N               ,P             
74867AD200E41EDBA5D8B0C98DF34052,300000390,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"7,650.51","6,429.00","1,221.51",N               ,P             
74867AD200E41EDBA5D8B0C98DF36052,300000391,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"3,986.25","3,349.79",636.46,N               ,P             
74867AD200E41EDBA5D8B0C98DF38052,300000392,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,"3,778.25","3,175.00",603.25,N               ,P             
74867AD200E41EDBA5D8B0C98DF3A052,300000393,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"9,599.61","8,066.90","1,532.71",N               ,P             
74867AD200E41EDBA5D8B0C98DF3C052,300000394,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"9,859.15","8,285.00","1,574.15",N               ,P             
74867AD200E41EDBA5D8B0C98DF3E052,300000395,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"7,388.11","6,208.50","1,179.61",N               ,P             
74867AD200E41EDBA5D8B0C98DF40052,300000396,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,819.91,689,130.91,N               ,P             
74867AD200E41EDBA5D8B0C98DF42052,300000397,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,"5,922.63","4,977.00",945.63,N               ,P             
74867AD200E41EDBA5D8B0C98DF44052,300000398,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"5,696.53","4,787.00",909.53,N               ,P             
74867AD200E41EDBA5D8B0C98DF46052,300000399,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"9,157.05","7,695.00","1,462.05",N               ,P             
74867AD200E41EDBA5D8B0C98DF48052,300000400,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,"4,934.93","4,147.00",787.93,N               ,P             
74867AD200E41EDBA5D8B0C98DF4A052,300000401,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,"4,934.93","4,147.00",787.93,N               ,P             
74867AD200E41EDBA5D8B0C98DF4C052,300000402,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,234.12","1,877.40",356.72,N               ,P             
74867AD200E41EDBA5D8B0C98DF4E052,300000403,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"4,928.98","4,142.00",786.98,N               ,P             
74867AD200E41EDBA5D8B0C98DF50052,300000404,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"2,646.53","2,223.97",422.56,N               ,P             
74867AD200E41EDBA5D8B0C98DF52052,300000405,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,"3,527.05","2,963.90",563.15,N               ,P             
74867AD200E41EDBA5D8B0C98DF54052,300000406,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"3,546.16","2,979.97",566.19,N               ,P             
74867AD200E41EDBA5D8B0C98DF56052,300000407,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"6,539.05","5,495.00","1,044.05",N               ,P             
74867AD200E41EDBA5D8B0C98DF58052,300000408,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"3,340.33","2,807.00",533.33,N               ,P             
74867AD200E41EDBA5D8B0C98DF5A052,300000409,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,"3,680.19","3,092.60",587.59,N               ,P             
74867AD200E41EDBA5D8B0C98DF5C052,300000410,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"8,745.31","7,349.00","1,396.31",N               ,P             
74867AD200E41EDBA5D8B0C98DF5E052,300000411,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,828.24,696,132.24,N               ,P             
74867AD200E41EDBA5D8B0C98DF60052,300000412,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,584.29,491,93.29,N               ,P             
74867AD200E41EDBA5D8B0C98DF62052,300000413,74867AD200E41EDBA5D8B06885AFE052  ,EUR          ,"1,765.88","1,483.93",281.95,N               ,P             
74867AD200E41EDBA5D8B0C98DF64052,300000414,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"8,246.32","6,929.68","1,316.64",N               ,P             
74867AD200E41EDBA5D8B0C98DF66052,300000415,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,992.86","2,515.00",477.86,N               ,P             
74867AD200E41EDBA5D8B0C98DF68052,300000416,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,"1,520.46","1,277.70",242.76,N               ,P             
74867AD200E41EDBA5D8B0C98DF6A052,300000417,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,808.84,679.7,129.14,N               ,P             
74867AD200E41EDBA5D8B0C98DF6C052,300000418,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,"2,203.88","1,852.00",351.88,N               ,P             
74867AD200E41EDBA5D8B0C98DF6E052,300000419,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"7,187.60","6,040.00","1,147.60",N               ,P             
74867AD200E41EDBA5D8B0C98DF70052,300000420,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"3,001.18","2,522.00",479.18,N               ,P             
74867AD200E41EDBA5D8B0C98DF72052,300000421,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,"3,090.42","2,596.99",493.43,N               ,P             
74867AD200E41EDBA5D8B0C9B9D2C052,300000422,74867AD200E41EDBA5D8B06885AEE052  ,EUR          ,"3,919.86","3,294.00",625.86,N               ,P             
74867AD200E41EDBA5D8B0C9B9D2E052,300000423,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"1,397.06","1,174.00",223.06,N               ,P             
74867AD200E41EDBA5D8B0C9B9D30052,300000424,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"20,566.77","17,283.00","3,283.77",N               ,P             
74867AD200E41EDBA5D8B0C9B9D32052,300000425,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,"36,505.63","30,677.00","5,828.63",N               ,P             
74867AD200E41EDBA5D8B0C9B9D34052,300000426,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"11,252.64","9,456.00","1,796.64",N               ,P             
74867AD200E41EDBA5D8B0C9B9D36052,300000427,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,"11,666.69","9,803.94","1,862.75",N               ,P             
74867AD200E41EDBA5D8B0C9B9D38052,300000428,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"7,936.89","6,669.66","1,267.23",N               ,P             
74867AD200E41EDBA5D8B0C9B9D3A052,300000429,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,"1,651.72","1,388.00",263.72,N               ,P             
74867AD200E41EDBA5D8B0C9B9D3C052,300000430,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"13,132.36","11,035.60","2,096.76",N               ,P             
74867AD200E41EDBA5D8B0C9B9D3E052,300000431,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"8,171.61","6,866.90","1,304.71",N               ,P             
74867AD200E41EDBA5D8B0C9B9D40052,300000432,74867AD200E41EDBA5D8B06885AC2052  ,EUR          ,"8,641.78","7,262.00","1,379.78",N               ,P             
74867AD200E41EDBA5D8B0C9B9D42052,300000433,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,"15,404.55","12,945.00","2,459.55",N               ,P             
74867AD200E41EDBA5D8B0C9B9D44052,300000434,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"2,767.94","2,326.00",441.94,N               ,P             
74867AD200E41EDBA5D8B0C9B9D46052,300000435,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,"8,745.31","7,349.00","1,396.31",N               ,P             
74867AD200E41EDBA5D8B0C9B9D48052,300000436,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"5,363.33","4,507.00",856.33,N               ,P             
74867AD200E41EDBA5D8B0C9B9D4A052,300000437,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"6,375.94","5,357.93","1,018.01",N               ,P             
74867AD200E41EDBA5D8B0C9B9D4C052,300000438,74867AD200E41EDBA5D8B06885AC2052  ,EUR          ,"5,413.31","4,549.00",864.31,N               ,P             
74867AD200E41EDBA5D8B0C9B9D4E052,300000439,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,"3,283.21","2,759.00",524.21,N               ,P             
74867AD200E41EDBA5D8B0C9B9D50052,300000440,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"16,463.09","13,834.53","2,628.56",N               ,P             
74867AD200E41EDBA5D8B0C9B9D52052,300000441,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,"4,456.55","3,745.00",711.55,N               ,P             
74867AD200E41EDBA5D8B0C9B9D54052,300000442,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"2,069.17","1,738.80",330.37,N               ,P             
74867AD200E41EDBA5D8B0C9B9D56052,300000443,74867AD200E41EDBA5D8B06885AC6052  ,EUR          ,"2,308.48","1,939.90",368.58,N               ,P             
74867AD200E41EDBA5D8B0C9B9D58052,300000444,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,"6,262.97","5,263.00",999.97,N               ,P             
74867AD200E41EDBA5D8B0C9B9D5A052,300000445,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,"3,980.08","3,344.60",635.48,N               ,P             
74867AD200E41EDBA5D8B0C9B9D5C052,300000446,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"2,457.23","2,064.90",392.33,N               ,P             
74867AD200E41EDBA5D8B0C9B9D5E052,300000447,74867AD200E41EDBA5D8B06885AD0052  ,EUR          ,"1,535.10","1,290.00",245.1,N               ,P             
74867AD200E41EDBA5D8B0C9B9D60052,300000448,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"9,599.61","8,066.90","1,532.71",N               ,P             
74867AD200E41EDBA5D8B0C9B9D62052,300000449,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"22,350.58","18,782.00","3,568.58",N               ,P             
74867AD200E41EDBA5D8B0C9B9D64052,300000450,74867AD200E41EDBA5D8B06885AE0052  ,EUR          ,"53,414.34","44,886.00","8,528.34",N               ,P             
74867AD200E41EDBA5D8B0C9B9D66052,300000451,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"12,208.56","10,259.30","1,949.26",N               ,P             
74867AD200E41EDBA5D8B0C9B9D68052,300000452,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"10,491.04","8,816.00","1,675.04",N               ,P             
74867AD200E41EDBA5D8B0C9B9D6A052,300000453,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,470,394.96,75.04,N               ,P             
74867AD200E41EDBA5D8B0C9B9D6C052,300000454,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"2,755.56","2,315.60",439.96,N               ,P             
74867AD200E41EDBA5D8B0C9B9D6E052,300000455,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,"13,132.36","11,035.60","2,096.76",N               ,P             
74867AD200E41EDBA5D8B0C9B9D70052,300000456,74867AD200E41EDBA5D8B06885AB2052  ,EUR          ,"2,904.79","2,441.00",463.79,N               ,P             
74867AD200E41EDBA5D8B0C9B9D72052,300000457,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,354.54","1,978.60",375.94,N               ,P             
74867AD200E41EDBA5D8B0C9B9D74052,300000458,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"4,347.01","3,652.95",694.06,N               ,P             
74867AD200E41EDBA5D8B0C9B9D76052,300000459,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,947.24,796,151.24,N               ,P             
74867AD200E41EDBA5D8B0C9B9D78052,300000460,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,"27,504.47","23,113.00","4,391.47",N               ,P             
74867AD200E41EDBA5D8B0C9B9D7A052,300000461,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,252.28,212,40.28,N               ,P             
74867AD200E41EDBA5D8B0C9B9D7C052,300000462,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,"108,157.91","90,889.00","17,268.91",N               ,P             
74867AD200E41EDBA5D8B0C9B9D7E052,300000463,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,"19,452.93","16,347.00","3,105.93",N               ,P             
74867AD200E41EDBA5D8B0C9B9D80052,300000464,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,"5,822.67","4,893.00",929.67,N               ,P             
74867AD200E41EDBA5D8B0C9B9D82052,300000465,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,"13,876.59","11,661.00","2,215.59",N               ,P             
74867AD200E41EDBA5D8B0C9B9D84052,300000466,74867AD200E41EDBA5D8B06885AE4052  ,EUR          ,"60,698.33","51,007.00","9,691.33",N               ,P             
74867AD200E41EDBA5D8B0C9B9D86052,300000467,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,854.42,718,136.42,N               ,P             
74867AD200E41EDBA5D8B0C9B9D88052,300000468,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"3,051.16","2,564.00",487.16,N               ,P             
74867AD200E41EDBA5D8B0C9B9D8A052,300000469,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,"7,360.39","6,185.20","1,175.19",N               ,P             
74867AD200E41EDBA5D8B0C9B9D8C052,300000470,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,"9,292.66","7,808.95","1,483.71",N               ,P             
74867AD200E41EDBA5D8B0C9B9D8E052,300000471,74867AD200E41EDBA5D8B06885B08052  ,EUR          ,"5,015.85","4,215.00",800.85,N               ,P             
74867AD200E41EDBA5D8B0C9B9D90052,300000472,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"3,523.59","2,961.00",562.59,N               ,P             
74867AD200E41EDBA5D8B0C9B9D92052,300000473,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"9,698.13","8,149.69","1,548.44",N               ,P             
74867AD200E41EDBA5D8B0C9B9D94052,300000474,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"6,117.69","5,140.92",976.77,N               ,P             
74867AD200E41EDBA5D8B0C9B9D96052,300000475,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,"2,277.66","1,914.00",363.66,N               ,P             
74867AD200E41EDBA5D8B0C9B9D98052,300000476,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,"20,253.80","17,020.00","3,233.80",N               ,P             
74867AD200E41EDBA5D8B0C9B9D9A052,300000477,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"7,575.54","6,366.00","1,209.54",N               ,P             
74867AD200E41EDBA5D8B0C9B9D9C052,300000478,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,"4,715.92","3,962.96",752.96,N               ,P             
74867AD200E41EDBA5D8B0C9B9D9E052,300000479,74867AD200E41EDBA5D8B06885AD2052  ,EUR          ,"7,848.05","6,595.00","1,253.05",N               ,P             
74867AD200E41EDBA5D8B0C9B9DA0052,300000480,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,487.9,410,77.9,N               ,P             
74867AD200E41EDBA5D8B0C9B9DA2052,300000481,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,"1,351.84","1,136.00",215.84,N               ,P             
74867AD200E41EDBA5D8B0C9B9DA4052,300000482,74867AD200E41EDBA5D8B06885AEE052  ,EUR          ,"8,554.91","7,189.00","1,365.91",N               ,P             
74867AD200E41EDBA5D8B0C9B9DA6052,300000483,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,"5,682.25","4,775.00",907.25,N               ,P             
74867AD200E41EDBA5D8B0C9B9DA8052,300000484,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"3,769.92","3,168.00",601.92,N               ,P             
74867AD200E41EDBA5D8B0C9B9DAA052,300000485,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,"2,589.45","2,176.00",413.45,N               ,P             
74867AD200E41EDBA5D8B0C9B9DAC052,300000486,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,"54,034.33","45,407.00","8,627.33",N               ,P             
74867AD200E41EDBA5D8B0C9B9DAE052,300000487,74867AD200E41EDBA5D8B06885AE2052  ,EUR          ,"108,157.91","90,889.00","17,268.91",N               ,P             
74867AD200E41EDBA5D8B0C9B9DB0052,300000488,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,"6,840.71","5,748.50","1,092.21",N               ,P             
74867AD200E41EDBA5D8B0C9B9DB2052,300000489,74867AD200E41EDBA5D8B06885AE4052  ,EUR          ,"63,073.57","53,003.00","10,070.57",N               ,P             
74867AD200E41EDBA5D8B0C9B9DB4052,300000490,74867AD200E41EDBA5D8B06885AFE052  ,EUR          ,"2,248.99","1,889.91",359.08,N               ,P             
74867AD200E41EDBA5D8B0C9B9DB6052,300000491,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,"3,986.25","3,349.79",636.46,N               ,P             
74867AD200E41EDBA5D8B0C9B9DB8052,300000492,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,"6,700.89","5,631.00","1,069.89",N               ,P             
74867AD200E41EDBA5D8B0C9B9DBA052,300000493,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,"10,073.19","8,464.87","1,608.32",N               ,P             
74867AD200E41EDBA5D8B0C9B9DBC052,300000494,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,"3,283.13","2,758.94",524.19,N               ,P             
74867AD200E41EDBA5D8B0C9B9DBE052,300000495,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,"1,710.03","1,437.00",273.03,N               ,P             
74867AD200E41EDBA5D8B0C9B9DC0052,300000496,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,"1,864.71","1,566.98",297.73,N               ,P             
74867AD200E41EDBA5D8B0C9B9DC2052,300000497,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,"5,601.33","4,707.00",894.33,N               ,P             
74867AD200E41EDBA5D8B0C9B9DC4052,300000498,74867AD200E41EDBA5D8B06885AF0052  ,EUR          ,"3,944.81","3,314.97",629.84,N               ,P             
74867AD200E41EDBA5D8B0C9B9DC6052,300000499,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,"3,233.23","2,717.00",516.23,N               ,P             
74867AD200E41EDBA5D8B0C9B9DC8052,300000500,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,"3,913.91","3,289.00",624.91,N               ,P             
