NODE_KEY                        ,PARENT_KEY_NODE_KEY               ,PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
74867AD200E41EDBA5D8B0CBD3984052,74867AD200E41EDBA5D8B0C98DCCE052  ,20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
74867AD200E41EDBA5D8B0CBD3986052,74867AD200E41EDBA5D8B0C98DCCE052  ,30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
74867AD200E41EDBA5D8B0CBD3988052,74867AD200E41EDBA5D8B0C98DCCE052  ,40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,"4,955.16","4,164.00",791.16
74867AD200E41EDBA5D8B0CBD398A052,74867AD200E41EDBA5D8B0C98DCCE052  ,50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
74867AD200E41EDBA5D8B0CBD398C052,74867AD200E41EDBA5D8B0C98DCCE052  ,60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
74867AD200E41EDBA5D8B0CBD398E052,74867AD200E41EDBA5D8B0C98DCD0052  ,10,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"3,472.42","2,918.00",554.42
74867AD200E41EDBA5D8B0CBD3990052,74867AD200E41EDBA5D8B0C98DCD0052  ,20,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0CBD3992052,74867AD200E41EDBA5D8B0C98DCD0052  ,30,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0CBD3994052,74867AD200E41EDBA5D8B0C98DCD2052  ,10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
74867AD200E41EDBA5D8B0CBD3996052,74867AD200E41EDBA5D8B0C98DCD2052  ,20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0CBD3998052,74867AD200E41EDBA5D8B0C98DCD2052  ,30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
74867AD200E41EDBA5D8B0CBD399A052,74867AD200E41EDBA5D8B0C98DCD2052  ,40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
74867AD200E41EDBA5D8B0CBD399C052,74867AD200E41EDBA5D8B0C98DCD2052  ,50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0CBD399E052,74867AD200E41EDBA5D8B0C98DCD2052  ,60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.3,270,51.3
74867AD200E41EDBA5D8B0CBD39A0052,74867AD200E41EDBA5D8B0C98DCD2052  ,70,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,57.12,48,9.12
74867AD200E41EDBA5D8B0CBD39A2052,74867AD200E41EDBA5D8B0C98DCD4052  ,10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0CBD39A4052,74867AD200E41EDBA5D8B0C98DCD4052  ,20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
74867AD200E41EDBA5D8B0CBD39A6052,74867AD200E41EDBA5D8B0C98DCD4052  ,30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,"5,890.50","4,950.00",940.5
74867AD200E41EDBA5D8B0CBD39A8052,74867AD200E41EDBA5D8B0C98DCD4052  ,40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0CBD39AA052,74867AD200E41EDBA5D8B0C98DCD6052  ,10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0CBD39AC052,74867AD200E41EDBA5D8B0C98DCD6052  ,20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0CBD39AE052,74867AD200E41EDBA5D8B0C98DCD6052  ,30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0CBD39B0052,74867AD200E41EDBA5D8B0C98DCD6052  ,40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567,107.73
74867AD200E41EDBA5D8B0CBD39B2052,74867AD200E41EDBA5D8B0C98DCD6052  ,50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0CBD39B4052,74867AD200E41EDBA5D8B0C98DCD6052  ,60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0CBD39B6052,74867AD200E41EDBA5D8B0C98DCD6052  ,70,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"1,057.91",889,168.91
74867AD200E41EDBA5D8B0CBD39B8052,74867AD200E41EDBA5D8B0C98DCD6052  ,80,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0CBD39BA052,74867AD200E41EDBA5D8B0C98DCD6052  ,90,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"3,173.73","2,667.00",506.73
74867AD200E41EDBA5D8B0CBD39BC052,74867AD200E41EDBA5D8B0C98DCD8052  ,10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.1,490,93.1
74867AD200E41EDBA5D8B0CBD39BE052,74867AD200E41EDBA5D8B0C98DCD8052  ,20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
74867AD200E41EDBA5D8B0CBD39C0052,74867AD200E41EDBA5D8B0C98DCD8052  ,30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,"1,506.54","1,266.00",240.54
74867AD200E41EDBA5D8B0CBD39C2052,74867AD200E41EDBA5D8B0C98DCD8052  ,40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,166.20",980,186.2
74867AD200E41EDBA5D8B0CBD39C4052,74867AD200E41EDBA5D8B0C98DCD8052  ,50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
74867AD200E41EDBA5D8B0CBD39C6052,74867AD200E41EDBA5D8B0C98DCD8052  ,60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,"1,506.54","1,266.00",240.54
74867AD200E41EDBA5D8B0CBD39C8052,74867AD200E41EDBA5D8B0C98DCD8052  ,70,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,166.20",980,186.2
74867AD200E41EDBA5D8B0CBD39CA052,74867AD200E41EDBA5D8B0C98DCDA052  ,10,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139,26.41
74867AD200E41EDBA5D8B0CBD39CC052,74867AD200E41EDBA5D8B0C98DCDA052  ,20,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,35.7,30,5.7
74867AD200E41EDBA5D8B0CBD39CE052,74867AD200E41EDBA5D8B0C98DCDA052  ,30,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,"1,701.70","1,430.00",271.7
74867AD200E41EDBA5D8B0CBD39D0052,74867AD200E41EDBA5D8B0C98DCDA052  ,40,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139,26.41
74867AD200E41EDBA5D8B0CBD39D2052,74867AD200E41EDBA5D8B0C98DCDA052  ,50,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,17.85,15,2.85
74867AD200E41EDBA5D8B0CBD39D4052,74867AD200E41EDBA5D8B0C98DCDA052  ,60,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,"5,105.10","4,290.00",815.1
74867AD200E41EDBA5D8B0CBD39D6052,74867AD200E41EDBA5D8B0C98DCDC052  ,10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"3,484.32","2,928.00",556.32
74867AD200E41EDBA5D8B0CBD39D8052,74867AD200E41EDBA5D8B0C98DCDC052  ,20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0CBD39DA052,74867AD200E41EDBA5D8B0C98DCDC052  ,30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11,2.09
74867AD200E41EDBA5D8B0CBD39DC052,74867AD200E41EDBA5D8B0C98DCDC052  ,40,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"3,484.32","2,928.00",556.32
74867AD200E41EDBA5D8B0CBD39DE052,74867AD200E41EDBA5D8B0C98DCDC052  ,50,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0CBD39E0052,74867AD200E41EDBA5D8B0C98DCDC052  ,60,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11,2.09
74867AD200E41EDBA5D8B0CBD39E2052,74867AD200E41EDBA5D8B0C98DCDC052  ,70,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"2,322.88","1,952.00",370.88
74867AD200E41EDBA5D8B0CBD39E4052,74867AD200E41EDBA5D8B0C98DCDC052  ,80,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"4,280.43","3,597.00",683.43
74867AD200E41EDBA5D8B0CBD39E6052,74867AD200E41EDBA5D8B0C98DCDC052  ,90,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
74867AD200E41EDBA5D8B0CBD39E8052,74867AD200E41EDBA5D8B0C98DCDE052  ,10,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0CBD39EA052,74867AD200E41EDBA5D8B0C98DCDE052  ,20,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"1,736.21","1,459.00",277.21
74867AD200E41EDBA5D8B0CBD39EC052,74867AD200E41EDBA5D8B0C98DCDE052  ,30,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0CBD39EE052,74867AD200E41EDBA5D8B0C98DCE0052  ,10,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.9,5.68
74867AD200E41EDBA5D8B0CBD39F0052,74867AD200E41EDBA5D8B0C98DCE0052  ,20,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,"1,428.00","1,200.00",228
74867AD200E41EDBA5D8B0CBD39F2052,74867AD200E41EDBA5D8B0C98DCE2052  ,10,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,274.89,231,43.89
74867AD200E41EDBA5D8B0CBD39F4052,74867AD200E41EDBA5D8B0C98DCE2052  ,20,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,"7,136.43","5,997.00","1,139.43"
74867AD200E41EDBA5D8B0CBD39F6052,74867AD200E41EDBA5D8B0C98DCE2052  ,30,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.5
74867AD200E41EDBA5D8B0CBD39F8052,74867AD200E41EDBA5D8B0C98DCE2052  ,40,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154,29.26
74867AD200E41EDBA5D8B0CBD39FA052,74867AD200E41EDBA5D8B0C98DCE4052  ,10,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,"1,888.53","1,587.00",301.53
74867AD200E41EDBA5D8B0CBD39FC052,74867AD200E41EDBA5D8B0C98DCE4052  ,20,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,653.31,549,104.31
74867AD200E41EDBA5D8B0CBD39FE052,74867AD200E41EDBA5D8B0C98DCE4052  ,30,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
74867AD200E41EDBA5D8B0CBD3A00052,74867AD200E41EDBA5D8B0C98DCE4052  ,40,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,"1,888.53","1,587.00",301.53
74867AD200E41EDBA5D8B0CBD3A02052,74867AD200E41EDBA5D8B0C98DCE4052  ,50,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,653.31,549,104.31
74867AD200E41EDBA5D8B0CBD3A04052,74867AD200E41EDBA5D8B0C98DCE6052  ,10,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0CBD3A06052,74867AD200E41EDBA5D8B0C98DCE6052  ,20,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
74867AD200E41EDBA5D8B0CBD3A08052,74867AD200E41EDBA5D8B0C98DCE6052  ,30,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0CBD3A0A052,74867AD200E41EDBA5D8B0C98DCE6052  ,40,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
74867AD200E41EDBA5D8B0CBD3A0C052,74867AD200E41EDBA5D8B0C98DCE6052  ,50,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14,2.66
74867AD200E41EDBA5D8B0CBD3A0E052,74867AD200E41EDBA5D8B0C98DCE6052  ,60,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
74867AD200E41EDBA5D8B0CBD3A10052,74867AD200E41EDBA5D8B0C98DCE6052  ,70,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0CBD3A12052,74867AD200E41EDBA5D8B0C98DCE6052  ,80,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,139.23,117,22.23
74867AD200E41EDBA5D8B0CBD3A14052,74867AD200E41EDBA5D8B0C98DCE6052  ,90,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0CBD3A16052,74867AD200E41EDBA5D8B0C98DCE8052  ,10,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0CBD3A18052,74867AD200E41EDBA5D8B0C98DCE8052  ,20,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"1,736.21","1,459.00",277.21
74867AD200E41EDBA5D8B0CBD3A1A052,74867AD200E41EDBA5D8B0C98DCE8052  ,30,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0CBD3A1C052,74867AD200E41EDBA5D8B0C98DCEA052  ,10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,"2,424.03","2,037.00",387.03
74867AD200E41EDBA5D8B0CBD3A1E052,74867AD200E41EDBA5D8B0C98DCEA052  ,20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0CBD3A20052,74867AD200E41EDBA5D8B0C98DCEC052  ,10,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0CBD3A22052,74867AD200E41EDBA5D8B0C98DCEC052  ,20,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0CBD3A24052,74867AD200E41EDBA5D8B0C98DCEC052  ,30,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0CBD3A26052,74867AD200E41EDBA5D8B0C98DCEC052  ,40,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0CBD3A28052,74867AD200E41EDBA5D8B0C98DCEE052  ,10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,"2,424.03","2,037.00",387.03
74867AD200E41EDBA5D8B0CBD3A2A052,74867AD200E41EDBA5D8B0C98DCEE052  ,20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0CBD3A2C052,74867AD200E41EDBA5D8B0C98DCEE052  ,30,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,"2,424.03","2,037.00",387.03
74867AD200E41EDBA5D8B0CBD3A2E052,74867AD200E41EDBA5D8B0C98DCEE052  ,40,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0CBD3A30052,74867AD200E41EDBA5D8B0C98DCEE052  ,50,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
74867AD200E41EDBA5D8B0CBD3A32052,74867AD200E41EDBA5D8B0C98DCEE052  ,60,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"3,567.62","2,998.00",569.62
74867AD200E41EDBA5D8B0CBD3A34052,74867AD200E41EDBA5D8B0C98DCEE052  ,70,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
74867AD200E41EDBA5D8B0CBD3A36052,74867AD200E41EDBA5D8B0C98DCEE052  ,80,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"3,567.62","2,998.00",569.62
74867AD200E41EDBA5D8B0CBD3A38052,74867AD200E41EDBA5D8B0C98DCF0052  ,10,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0CBD3A3A052,74867AD200E41EDBA5D8B0C98DCF0052  ,20,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0CBD3A3C052,74867AD200E41EDBA5D8B0C98DCF0052  ,30,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0CBD3A3E052,74867AD200E41EDBA5D8B0C98DCF0052  ,40,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0CBD3A40052,74867AD200E41EDBA5D8B0C98DCF0052  ,50,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,282.03,237,45.03
74867AD200E41EDBA5D8B0CBD3A42052,74867AD200E41EDBA5D8B0C98DCF0052  ,60,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0CBD3A44052,74867AD200E41EDBA5D8B0C98DCF0052  ,70,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0CBD3A46052,74867AD200E41EDBA5D8B0C98DCF0052  ,80,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0CBD3A48052,74867AD200E41EDBA5D8B0C98DCF0052  ,90,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,827.84","1,536.00",291.84
74867AD200E41EDBA5D8B0CBD3A4A052,74867AD200E41EDBA5D8B0C98DCF0052  ,100,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,31.77,26.7,5.07
74867AD200E41EDBA5D8B0CBD3A4C052,74867AD200E41EDBA5D8B0C98DCF2052  ,10,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
74867AD200E41EDBA5D8B0CBD3A4E052,74867AD200E41EDBA5D8B0C98DCF2052  ,20,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,511.7,430,81.7
74867AD200E41EDBA5D8B0CBD3A50052,74867AD200E41EDBA5D8B0C98DCF2052  ,30,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0CBD3A52052,74867AD200E41EDBA5D8B0C98DCF2052  ,40,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
74867AD200E41EDBA5D8B0CBD3A54052,74867AD200E41EDBA5D8B0C98DCF2052  ,50,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,023.40",860,163.4
74867AD200E41EDBA5D8B0CBD3A56052,74867AD200E41EDBA5D8B0C98DCF2052  ,60,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0CBD3A58052,74867AD200E41EDBA5D8B0C98DCF2052  ,70,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,174.93,147,27.93
74867AD200E41EDBA5D8B0CBD3A5A052,74867AD200E41EDBA5D8B0C98DCF2052  ,80,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,535.10","1,290.00",245.1
74867AD200E41EDBA5D8B0CBD3A5C052,74867AD200E41EDBA5D8B0C98DCF2052  ,90,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0CBD3A5E052,74867AD200E41EDBA5D8B0C98DCF2052  ,100,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,174.93,147,27.93
74867AD200E41EDBA5D8B0CBD3A60052,74867AD200E41EDBA5D8B0C98DCF4052  ,10,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,827.84","1,536.00",291.84
74867AD200E41EDBA5D8B0CBD3A62052,74867AD200E41EDBA5D8B0C98DCF4052  ,20,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0CBD3A64052,74867AD200E41EDBA5D8B0C98DCF4052  ,30,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0CBD3A66052,74867AD200E41EDBA5D8B0C98DCF4052  ,40,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0CBD3A68052,74867AD200E41EDBA5D8B0C98DCF4052  ,50,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0CBD3A6A052,74867AD200E41EDBA5D8B0C98DCF4052  ,60,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0CBD3A6C052,74867AD200E41EDBA5D8B0C98DCF4052  ,70,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,609.28,512,97.28
74867AD200E41EDBA5D8B0CBD3A6E052,74867AD200E41EDBA5D8B0C98DCF4052  ,80,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0CBD3A70052,74867AD200E41EDBA5D8B0C98DCF6052  ,10,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,92.82,78,14.82
74867AD200E41EDBA5D8B0CBD3A72052,74867AD200E41EDBA5D8B0C98DCF6052  ,20,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0CBD3A74052,74867AD200E41EDBA5D8B0C98DCF6052  ,30,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0CBD3A76052,74867AD200E41EDBA5D8B0C98DCF6052  ,40,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,30.94,26,4.94
74867AD200E41EDBA5D8B0CBD3A78052,74867AD200E41EDBA5D8B0C98DCF6052  ,50,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,653.31,549,104.31
74867AD200E41EDBA5D8B0CBD3A7A052,74867AD200E41EDBA5D8B0C98DCF8052  ,10,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,"4,757.62","3,998.00",759.62
74867AD200E41EDBA5D8B0CBD3A7C052,74867AD200E41EDBA5D8B0C98DCF8052  ,20,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.5
74867AD200E41EDBA5D8B0CBD3A7E052,74867AD200E41EDBA5D8B0C98DCF8052  ,30,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154,29.26
74867AD200E41EDBA5D8B0CBD3A80052,74867AD200E41EDBA5D8B0C98DCF8052  ,40,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,"2,378.81","1,999.00",379.81
74867AD200E41EDBA5D8B0CBD3A82052,74867AD200E41EDBA5D8B0C98DCF8052  ,50,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
74867AD200E41EDBA5D8B0CBD3A84052,74867AD200E41EDBA5D8B0C98DCFA052  ,10,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39,7.41
74867AD200E41EDBA5D8B0CBD3A86052,74867AD200E41EDBA5D8B0C98DCFA052  ,20,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,"2,377.62","1,998.00",379.62
74867AD200E41EDBA5D8B0CBD3A88052,74867AD200E41EDBA5D8B0C98DCFA052  ,30,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,678.3,570,108.3
74867AD200E41EDBA5D8B0CBD3A8A052,74867AD200E41EDBA5D8B0C98DCFA052  ,40,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,139.23,117,22.23
74867AD200E41EDBA5D8B0CBD3A8C052,74867AD200E41EDBA5D8B0C98DCFA052  ,50,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,"2,377.62","1,998.00",379.62
74867AD200E41EDBA5D8B0CBD3A8E052,74867AD200E41EDBA5D8B0C98DCFA052  ,60,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,678.3,570,108.3
74867AD200E41EDBA5D8B0CBD3A90052,74867AD200E41EDBA5D8B0C98DCFA052  ,70,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,139.23,117,22.23
74867AD200E41EDBA5D8B0CBD3A92052,74867AD200E41EDBA5D8B0C98DCFC052  ,10,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
74867AD200E41EDBA5D8B0CBD3A94052,74867AD200E41EDBA5D8B0C98DCFC052  ,20,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16,3.04
74867AD200E41EDBA5D8B0CBD3A96052,74867AD200E41EDBA5D8B0C98DCFC052  ,30,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0CBD3A98052,74867AD200E41EDBA5D8B0C98DCFE052  ,10,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0CBD3A9A052,74867AD200E41EDBA5D8B0C98DCFE052  ,20,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0CBD3A9C052,74867AD200E41EDBA5D8B0C98DCFE052  ,30,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0CBD3A9E052,74867AD200E41EDBA5D8B0C98DCFE052  ,40,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0CBD3AA0052,74867AD200E41EDBA5D8B0C98DCFE052  ,50,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0CBD3AA2052,74867AD200E41EDBA5D8B0C98DCFE052  ,60,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0CBD3AA4052,74867AD200E41EDBA5D8B0C98DCFE052  ,70,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,959.93","1,647.00",312.93
